code,city,city_restaurants_url,restaurant_name,restaurant_url
,,,Roadhouse,https://glovoapp/es/bgy/store/roadhouse-bgy1/
,,,California Bakery,https://glovoapp/es/bgy/store/california-bakery-bgy/
,,,Panini Malpensata,https://glovoapp/es/bgy/store/paninimalpensata-bgy/
,,,The Art Of Gyros ,https://glovoapp/es/fng/store/the-art-of-gyros-fuengirola/
,,,La Casita Mexicana,https://glovoapp/es/fng/store/la-casita-mexicana-fuengirola/
,,,Mama Arepa,https://glovoapp/es/fng/store/mama-arepa-fuengirola/
,,,La Huella Asador Kentucky,https://glovoapp/es/fng/store/la-huella-asador-kentucky-fuengirola/
,,,Ke Eat,https://glovoapp/es/fng/store/ke-eat-fuengirola/
,,,Nawab Indian Food,https://glovoapp/es/fng/store/nawab-indian-food-fng/
,,,Pizzería Casablanca,https://glovoapp/es/fng/store/pizzer-a-casablanca-malaga/
,,,La Casita de la Patata,https://glovoapp/es/fng/store/la-casita-de-la-patata-fuengirola/
,,,La Corte Italiana,https://glovoapp/es/fng/store/la-corte-italiana-fuengirola/
,,,Temperley Café,https://glovoapp/es/fng/store/temperley-cafe-fuengirola/
,,,Kamasutra Indian Restaurant ,https://glovoapp/es/fng/store/kamasutra-indian-restaurant-fuengirola/
,,,Pizarra Pepperoni,https://glovoapp/es/fng/store/restaurante-indi-mex-fuengirola/
,,,Dominique's ,https://glovoapp/es/fng/store/restaurante-dominique-s-fuengirola/
,,,Waian Poke ,https://glovoapp/es/fng/store/waian-poke-fuengirola/
,,,Happy Flavors,https://glovoapp/es/fng/store/happy-flavors-fuengirola/
,,,Texas 86,https://glovoapp/es/fng/store/texas-86-fuengirola/
,,,Pizzería Napoli,https://glovoapp/es/fng/store/pizzeria-napoli-fuengirola/
,,,La Coriander,https://glovoapp/es/fng/store/la-coriander-fuengirola/
,,,Restaurante Santorini,https://glovoapp/es/fng/store/restaurante-santorini-fuengirola-2/
,,,Scrocchia Pizza ,https://glovoapp/es/bgy/store/scrocchia-pizza-bgy/
,,,Il Barba Pizzeria,https://glovoapp/es/bgy/store/il-barba-pizzeria-bgy/
,,,Pizzeria Palazzo,https://glovoapp/es/bgy/store/pizzeria-palazzo-bgy/
,,,Mahalo Pokè,https://glovoapp/es/bgy/store/mahalo-pok--bgy-/
